Problem Name	01grapher	02grapher	03grapher	04grapher	05grapher	06grapher	07grapher	08grapher	09grapher	10grapher
%(hintMessage_62_please_enter_point2y_highlighted)%	Please enter '%(point2y)%' in the highlighted field.	Please enter '%(point2y)%' in the highlighted field.	Please enter '%(point2y)%' in the highlighted field.	Please enter '%(point2y)%' in the highlighted field.	Please enter '%(point2y)%' in the highlighted field.	Please enter '%(point2y)%' in the highlighted field.	Please enter '%(point2y)%' in the highlighted field.	Please enter '%(point2y)%' in the highlighted field.	Please enter '%(point2y)%' in the highlighted field.	Please enter '%(point2y)%' in the highlighted field.
%(hintMessage_63_look_first_question_q1)%	"Look at the first question: ""%(q1)%"" How would you calculate the %(ylabel)%?"	"Look at the first question: ""%(q1)%"" How would you calculate the %(ylabel)%?"	"Look at the first question: ""%(q1)%"" How would you calculate the %(ylabel)%?"	"Look at the first question: ""%(q1)%"" How would you calculate the %(ylabel)%?"	"Look at the first question: ""%(q1)%"" How would you calculate the %(ylabel)%?"	"Look at the first question: ""%(q1)%"" How would you calculate the %(ylabel)%?"	"Look at the first question: ""%(q1)%"" How would you calculate the %(ylabel)%?"	"Look at the first question: ""%(q1)%"" How would you calculate the %(ylabel)%?"	"Look at the first question: ""%(q1)%"" How would you calculate the %(ylabel)%?"	"Look at the first question: ""%(q1)%"" How would you calculate the %(ylabel)%?"
%(hintMessage_65_please_enter_point1y_highlighted)%	Please enter '%(point1y)%' in the highlighted field.	Please enter '%(point1y)%' in the highlighted field.	Please enter '%(point1y)%' in the highlighted field.	Please enter '%(point1y)%' in the highlighted field.	Please enter '%(point1y)%' in the highlighted field.	Please enter '%(point1y)%' in the highlighted field.	Please enter '%(point1y)%' in the highlighted field.	Please enter '%(point1y)%' in the highlighted field.	Please enter '%(point1y)%' in the highlighted field.	Please enter '%(point1y)%' in the highlighted field.
%(hintMessage_66_look_third_question_q3)%	"Look at the third question: ""%(q3)%"" How would you calculate the %(ylabel)%?"	"Look at the third question: ""%(q3)%"" How would you calculate the %(ylabel)%?"	"Look at the third question: ""%(q3)%"" How would you calculate the %(ylabel)%?"	"Look at the third question: ""%(q3)%"" How would you calculate the %(ylabel)%?"	"Look at the third question: ""%(q3)%"" How would you calculate the %(ylabel)%?"	"Look at the third question: ""%(q3)%"" How would you calculate the %(ylabel)%?"	"Look at the third question: ""%(q3)%"" How would you calculate the %(ylabel)%?"	"Look at the third question: ""%(q3)%"" How would you calculate the %(ylabel)%?"	"Look at the third question: ""%(q3)%"" How would you calculate the %(ylabel)%?"	"Look at the third question: ""%(q3)%"" How would you calculate the %(ylabel)%?"
%(hintMessage_68_please_enter_point3y_highlighted)%	Please enter '%(point3y)%' in the highlighted field.	Please enter '%(point3y)%' in the highlighted field.	Please enter '%(point3y)%' in the highlighted field.	Please enter '%(point3y)%' in the highlighted field.	Please enter '%(point3y)%' in the highlighted field.	Please enter '%(point3y)%' in the highlighted field.	Please enter '%(point3y)%' in the highlighted field.	Please enter '%(point3y)%' in the highlighted field.	Please enter '%(point3y)%' in the highlighted field.	Please enter '%(point3y)%' in the highlighted field.
%(hintMessage_70_)%	"<%=graphUnitX ? ""The left column unit should be the same as the unit on the X-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(xlabel)%?""%>"	"<%=graphUnitX ? ""The left column unit should be the same as the unit on the X-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(xlabel)%?""%>"	"<%=graphUnitX ? ""The left column unit should be the same as the unit on the X-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(xlabel)%?""%>"	"<%=graphUnitX ? ""The left column unit should be the same as the unit on the X-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(xlabel)%?""%>"	"<%=graphUnitX ? ""The left column unit should be the same as the unit on the X-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(xlabel)%?""%>"	"<%=graphUnitX ? ""The left column unit should be the same as the unit on the X-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(xlabel)%?""%>"	"<%=graphUnitX ? ""The left column unit should be the same as the unit on the X-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(xlabel)%?""%>"	"<%=graphUnitX ? ""The left column unit should be the same as the unit on the X-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(xlabel)%?""%>"	"<%=graphUnitX ? ""The left column unit should be the same as the unit on the X-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(xlabel)%?""%>"	"<%=graphUnitX ? ""The left column unit should be the same as the unit on the X-axis."" : ""Look at the introduction: '%(problem_info)%' What measurement would you use for %(xlabel)%?""%>"
%(hintMessage_71_please_enter_highlighted_field)%	"Please enter '<%=graphUnitX || ""%(xunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitX || ""%(xunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitX || ""%(xunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitX || ""%(xunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitX || ""%(xunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitX || ""%(xunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitX || ""%(xunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitX || ""%(xunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitX || ""%(xunit)%""%>' in the highlighted field."	"Please enter '<%=graphUnitX || ""%(xunit)%""%>' in the highlighted field."
%(hintMessage_72_please_provide_answer_41438)%	Please provide your answer '(4.14,3.8)' in the highlighted element.	Please provide your answer '(4.14,3.8)' in the highlighted element.	Please provide your answer '(4.14,3.8)' in the highlighted element.	Please provide your answer '(4.14,3.8)' in the highlighted element.	Please provide your answer '(4.14,3.8)' in the highlighted element.	Please provide your answer '(4.14,3.8)' in the highlighted element.	Please provide your answer '(4.14,3.8)' in the highlighted element.	Please provide your answer '(4.14,3.8)' in the highlighted element.	Please provide your answer '(4.14,3.8)' in the highlighted element.	Please provide your answer '(4.14,3.8)' in the highlighted element.
%(hintMessage_73_left_column_enter_quantities)%	The left column is where you enter the quantities the independent quantity. What would be a good name for the independent quantity?	The left column is where you enter the quantities the independent quantity. What would be a good name for the independent quantity?	The left column is where you enter the quantities the independent quantity. What would be a good name for the independent quantity?	The left column is where you enter the quantities the independent quantity. What would be a good name for the independent quantity?	The left column is where you enter the quantities the independent quantity. What would be a good name for the independent quantity?	The left column is where you enter the quantities the independent quantity. What would be a good name for the independent quantity?	The left column is where you enter the quantities the independent quantity. What would be a good name for the independent quantity?	The left column is where you enter the quantities the independent quantity. What would be a good name for the independent quantity?	The left column is where you enter the quantities the independent quantity. What would be a good name for the independent quantity?	The left column is where you enter the quantities the independent quantity. What would be a good name for the independent quantity?
%(hintMessage_74_independent_quantity_variable_set)%	"The independent quantity is the variable that is set. <%=graphLabelX ? ""It is the same as what you named the X-axis."" : ""Read the introduction again. What is the set quantity that is known?""%>"	"The independent quantity is the variable that is set. <%=graphLabelX ? ""It is the same as what you named the X-axis."" : ""Read the introduction again. What is the set quantity that is known?""%>"	"The independent quantity is the variable that is set. <%=graphLabelX ? ""It is the same as what you named the X-axis."" : ""Read the introduction again. What is the set quantity that is known?""%>"	"The independent quantity is the variable that is set. <%=graphLabelX ? ""It is the same as what you named the X-axis."" : ""Read the introduction again. What is the set quantity that is known?""%>"	"The independent quantity is the variable that is set. <%=graphLabelX ? ""It is the same as what you named the X-axis."" : ""Read the introduction again. What is the set quantity that is known?""%>"	"The independent quantity is the variable that is set. <%=graphLabelX ? ""It is the same as what you named the X-axis."" : ""Read the introduction again. What is the set quantity that is known?""%>"	"The independent quantity is the variable that is set. <%=graphLabelX ? ""It is the same as what you named the X-axis."" : ""Read the introduction again. What is the set quantity that is known?""%>"	"The independent quantity is the variable that is set. <%=graphLabelX ? ""It is the same as what you named the X-axis."" : ""Read the introduction again. What is the set quantity that is known?""%>"	"The independent quantity is the variable that is set. <%=graphLabelX ? ""It is the same as what you named the X-axis."" : ""Read the introduction again. What is the set quantity that is known?""%>"	"The independent quantity is the variable that is set. <%=graphLabelX ? ""It is the same as what you named the X-axis."" : ""Read the introduction again. What is the set quantity that is known?""%>"
%(hintMessage_75_)%	"<%=graphLabelX ? ""Look at what you named the X-axis."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on ...""%>"	"<%=graphLabelX ? ""Look at what you named the X-axis."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on ...""%>"	"<%=graphLabelX ? ""Look at what you named the X-axis."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on ...""%>"	"<%=graphLabelX ? ""Look at what you named the X-axis."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on ...""%>"	"<%=graphLabelX ? ""Look at what you named the X-axis."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on ...""%>"	"<%=graphLabelX ? ""Look at what you named the X-axis."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on ...""%>"	"<%=graphLabelX ? ""Look at what you named the X-axis."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on ...""%>"	"<%=graphLabelX ? ""Look at what you named the X-axis."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on ...""%>"	"<%=graphLabelX ? ""Look at what you named the X-axis."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on ...""%>"	"<%=graphLabelX ? ""Look at what you named the X-axis."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on ...""%>"
%(hintMessage_76_)%	"<%=graphLabelX ? ""You named the X-axis '"" + graphLabelX + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=graphLabelX ? ""You named the X-axis '"" + graphLabelX + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=graphLabelX ? ""You named the X-axis '"" + graphLabelX + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=graphLabelX ? ""You named the X-axis '"" + graphLabelX + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=graphLabelX ? ""You named the X-axis '"" + graphLabelX + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=graphLabelX ? ""You named the X-axis '"" + graphLabelX + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=graphLabelX ? ""You named the X-axis '"" + graphLabelX + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=graphLabelX ? ""You named the X-axis '"" + graphLabelX + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=graphLabelX ? ""You named the X-axis '"" + graphLabelX + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"	"<%=graphLabelX ? ""You named the X-axis '"" + graphLabelX + ""'."" : ""The dependent quantity depends on the independent quantity. In this case: %(ylabel)% depends on %(xlabel)%.""%>"
%(hintMessage_77_please_enter_highlighted_field)%	"Please enter '<%=graphLabelX || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=graphLabelX || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=graphLabelX || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=graphLabelX || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=graphLabelX || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=graphLabelX || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=graphLabelX || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=graphLabelX || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=graphLabelX || ""%(xlabel)%""%>' in the highlighted field."	"Please enter '<%=graphLabelX || ""%(xlabel)%""%>' in the highlighted field."
%(hintMessage_78_please_provide_answer_no_value)%	Please provide your answer 'No_Value' in the highlighted element.	Please provide your answer 'No_Value' in the highlighted element.	Please provide your answer 'No_Value' in the highlighted element.	Please provide your answer 'No_Value' in the highlighted element.	Please provide your answer 'No_Value' in the highlighted element.	Please provide your answer 'No_Value' in the highlighted element.	Please provide your answer 'No_Value' in the highlighted element.	Please provide your answer 'No_Value' in the highlighted element.	Please provide your answer 'No_Value' in the highlighted element.	Please provide your answer 'No_Value' in the highlighted element.
%(hintMessage_79_asked_plot_point_question)%	You are asked to plot the point for question 1 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 1 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 1 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 1 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 1 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 1 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 1 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 1 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 1 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 1 on the graph. Look at the values you entered in the table to see where the point should go.
%(hintMessage_80_please_graphmaxx_adjust_right)%	"Please <%=%(point1x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point1x)%, then "" : """"%><%=graphMinX > %(point1x)% ? ""adjust the left boundary by lowering it to less than %(point1x)%, then "" : """"%><%=%(point1y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point1y)%, then "" : """"%><%=graphMinY > %(point1y)% ? ""change the lower boundary by decreasing it to less than %(point1y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point1x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point1x)%, then "" : """"%><%=graphMinX > %(point1x)% ? ""adjust the left boundary by lowering it to less than %(point1x)%, then "" : """"%><%=%(point1y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point1y)%, then "" : """"%><%=graphMinY > %(point1y)% ? ""change the lower boundary by decreasing it to less than %(point1y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point1x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point1x)%, then "" : """"%><%=graphMinX > %(point1x)% ? ""adjust the left boundary by lowering it to less than %(point1x)%, then "" : """"%><%=%(point1y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point1y)%, then "" : """"%><%=graphMinY > %(point1y)% ? ""change the lower boundary by decreasing it to less than %(point1y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point1x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point1x)%, then "" : """"%><%=graphMinX > %(point1x)% ? ""adjust the left boundary by lowering it to less than %(point1x)%, then "" : """"%><%=%(point1y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point1y)%, then "" : """"%><%=graphMinY > %(point1y)% ? ""change the lower boundary by decreasing it to less than %(point1y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point1x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point1x)%, then "" : """"%><%=graphMinX > %(point1x)% ? ""adjust the left boundary by lowering it to less than %(point1x)%, then "" : """"%><%=%(point1y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point1y)%, then "" : """"%><%=graphMinY > %(point1y)% ? ""change the lower boundary by decreasing it to less than %(point1y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point1x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point1x)%, then "" : """"%><%=graphMinX > %(point1x)% ? ""adjust the left boundary by lowering it to less than %(point1x)%, then "" : """"%><%=%(point1y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point1y)%, then "" : """"%><%=graphMinY > %(point1y)% ? ""change the lower boundary by decreasing it to less than %(point1y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point1x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point1x)%, then "" : """"%><%=graphMinX > %(point1x)% ? ""adjust the left boundary by lowering it to less than %(point1x)%, then "" : """"%><%=%(point1y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point1y)%, then "" : """"%><%=graphMinY > %(point1y)% ? ""change the lower boundary by decreasing it to less than %(point1y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point1x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point1x)%, then "" : """"%><%=graphMinX > %(point1x)% ? ""adjust the left boundary by lowering it to less than %(point1x)%, then "" : """"%><%=%(point1y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point1y)%, then "" : """"%><%=graphMinY > %(point1y)% ? ""change the lower boundary by decreasing it to less than %(point1y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point1x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point1x)%, then "" : """"%><%=graphMinX > %(point1x)% ? ""adjust the left boundary by lowering it to less than %(point1x)%, then "" : """"%><%=%(point1y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point1y)%, then "" : """"%><%=graphMinY > %(point1y)% ? ""change the lower boundary by decreasing it to less than %(point1y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point1x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point1x)%, then "" : """"%><%=graphMinX > %(point1x)% ? ""adjust the left boundary by lowering it to less than %(point1x)%, then "" : """"%><%=%(point1y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point1y)%, then "" : """"%><%=graphMinY > %(point1y)% ? ""change the lower boundary by decreasing it to less than %(point1y)%, then "" : """"%>add the point by clicking on the right spot in the graph."
%(hintMessage_81_lefttoright_point1x_bottomtotop_point1y)%	The <%=quantity1%> is from left-to-right and is %(point1x)% <%=unit1%>. The <%=quantity2%> is from bottom-to-top and is %(point1y)% <%=unit2%>. Click on the spot where %(point1x)% <%=unit1%> and %(point1y)% <%=unit2%> intersect (meet).	The <%=quantity1%> is from left-to-right and is %(point1x)% <%=unit1%>. The <%=quantity2%> is from bottom-to-top and is %(point1y)% <%=unit2%>. Click on the spot where %(point1x)% <%=unit1%> and %(point1y)% <%=unit2%> intersect (meet).	The <%=quantity1%> is from left-to-right and is %(point1x)% <%=unit1%>. The <%=quantity2%> is from bottom-to-top and is %(point1y)% <%=unit2%>. Click on the spot where %(point1x)% <%=unit1%> and %(point1y)% <%=unit2%> intersect (meet).	The <%=quantity1%> is from left-to-right and is %(point1x)% <%=unit1%>. The <%=quantity2%> is from bottom-to-top and is %(point1y)% <%=unit2%>. Click on the spot where %(point1x)% <%=unit1%> and %(point1y)% <%=unit2%> intersect (meet).	The <%=quantity1%> is from left-to-right and is %(point1x)% <%=unit1%>. The <%=quantity2%> is from bottom-to-top and is %(point1y)% <%=unit2%>. Click on the spot where %(point1x)% <%=unit1%> and %(point1y)% <%=unit2%> intersect (meet).	The <%=quantity1%> is from left-to-right and is %(point1x)% <%=unit1%>. The <%=quantity2%> is from bottom-to-top and is %(point1y)% <%=unit2%>. Click on the spot where %(point1x)% <%=unit1%> and %(point1y)% <%=unit2%> intersect (meet).	The <%=quantity1%> is from left-to-right and is %(point1x)% <%=unit1%>. The <%=quantity2%> is from bottom-to-top and is %(point1y)% <%=unit2%>. Click on the spot where %(point1x)% <%=unit1%> and %(point1y)% <%=unit2%> intersect (meet).	The <%=quantity1%> is from left-to-right and is %(point1x)% <%=unit1%>. The <%=quantity2%> is from bottom-to-top and is %(point1y)% <%=unit2%>. Click on the spot where %(point1x)% <%=unit1%> and %(point1y)% <%=unit2%> intersect (meet).	The <%=quantity1%> is from left-to-right and is %(point1x)% <%=unit1%>. The <%=quantity2%> is from bottom-to-top and is %(point1y)% <%=unit2%>. Click on the spot where %(point1x)% <%=unit1%> and %(point1y)% <%=unit2%> intersect (meet).	The <%=quantity1%> is from left-to-right and is %(point1x)% <%=unit1%>. The <%=quantity2%> is from bottom-to-top and is %(point1y)% <%=unit2%>. Click on the spot where %(point1x)% <%=unit1%> and %(point1y)% <%=unit2%> intersect (meet).
%(hintMessage_82_click_graph_coordinates_point1x)%	Click on the graph at the coordinates '(%(point1x)%, %(point1y)%)' to add the point.	Click on the graph at the coordinates '(%(point1x)%, %(point1y)%)' to add the point.	Click on the graph at the coordinates '(%(point1x)%, %(point1y)%)' to add the point.	Click on the graph at the coordinates '(%(point1x)%, %(point1y)%)' to add the point.	Click on the graph at the coordinates '(%(point1x)%, %(point1y)%)' to add the point.	Click on the graph at the coordinates '(%(point1x)%, %(point1y)%)' to add the point.	Click on the graph at the coordinates '(%(point1x)%, %(point1y)%)' to add the point.	Click on the graph at the coordinates '(%(point1x)%, %(point1y)%)' to add the point.	Click on the graph at the coordinates '(%(point1x)%, %(point1y)%)' to add the point.	Click on the graph at the coordinates '(%(point1x)%, %(point1y)%)' to add the point.
%(hintMessage_83_asked_plot_point_question)%	You are asked to plot the point for question 2 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 2 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 2 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 2 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 2 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 2 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 2 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 2 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 2 on the graph. Look at the values you entered in the table to see where the point should go.	You are asked to plot the point for question 2 on the graph. Look at the values you entered in the table to see where the point should go.
%(hintMessage_84_please_graphmaxx_adjust_right)%	"Please <%=%(point2x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point2x)%, then "" : """"%><%=graphMinX > %(point2x)% ? ""adjust the left boundary by lowering it to less than %(point2x)%, then "" : """"%><%=%(point2y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point2y)%, then "" : """"%><%=graphMinY > %(point2y)% ? ""change the lower boundary by decreasing it to less than %(point2y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point2x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point2x)%, then "" : """"%><%=graphMinX > %(point2x)% ? ""adjust the left boundary by lowering it to less than %(point2x)%, then "" : """"%><%=%(point2y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point2y)%, then "" : """"%><%=graphMinY > %(point2y)% ? ""change the lower boundary by decreasing it to less than %(point2y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point2x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point2x)%, then "" : """"%><%=graphMinX > %(point2x)% ? ""adjust the left boundary by lowering it to less than %(point2x)%, then "" : """"%><%=%(point2y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point2y)%, then "" : """"%><%=graphMinY > %(point2y)% ? ""change the lower boundary by decreasing it to less than %(point2y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point2x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point2x)%, then "" : """"%><%=graphMinX > %(point2x)% ? ""adjust the left boundary by lowering it to less than %(point2x)%, then "" : """"%><%=%(point2y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point2y)%, then "" : """"%><%=graphMinY > %(point2y)% ? ""change the lower boundary by decreasing it to less than %(point2y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point2x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point2x)%, then "" : """"%><%=graphMinX > %(point2x)% ? ""adjust the left boundary by lowering it to less than %(point2x)%, then "" : """"%><%=%(point2y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point2y)%, then "" : """"%><%=graphMinY > %(point2y)% ? ""change the lower boundary by decreasing it to less than %(point2y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point2x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point2x)%, then "" : """"%><%=graphMinX > %(point2x)% ? ""adjust the left boundary by lowering it to less than %(point2x)%, then "" : """"%><%=%(point2y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point2y)%, then "" : """"%><%=graphMinY > %(point2y)% ? ""change the lower boundary by decreasing it to less than %(point2y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point2x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point2x)%, then "" : """"%><%=graphMinX > %(point2x)% ? ""adjust the left boundary by lowering it to less than %(point2x)%, then "" : """"%><%=%(point2y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point2y)%, then "" : """"%><%=graphMinY > %(point2y)% ? ""change the lower boundary by decreasing it to less than %(point2y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point2x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point2x)%, then "" : """"%><%=graphMinX > %(point2x)% ? ""adjust the left boundary by lowering it to less than %(point2x)%, then "" : """"%><%=%(point2y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point2y)%, then "" : """"%><%=graphMinY > %(point2y)% ? ""change the lower boundary by decreasing it to less than %(point2y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point2x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point2x)%, then "" : """"%><%=graphMinX > %(point2x)% ? ""adjust the left boundary by lowering it to less than %(point2x)%, then "" : """"%><%=%(point2y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point2y)%, then "" : """"%><%=graphMinY > %(point2y)% ? ""change the lower boundary by decreasing it to less than %(point2y)%, then "" : """"%>add the point by clicking on the right spot in the graph."	"Please <%=%(point2x)% > graphMaxX ? ""adjust the right boundary by changing its value to higher than %(point2x)%, then "" : """"%><%=graphMinX > %(point2x)% ? ""adjust the left boundary by lowering it to less than %(point2x)%, then "" : """"%><%=%(point2y)% > graphMaxY ? ""adjust the upper boundary by increasing its value to more than %(point2y)%, then "" : """"%><%=graphMinY > %(point2y)% ? ""change the lower boundary by decreasing it to less than %(point2y)%, then "" : """"%>add the point by clicking on the right spot in the graph."
